STATE,SITE_NAME,SITE_NAME,RELEASE_DATE,RELEASE_TIME,WEATHER_CONDITIONS,APPROXIMATE_WIND_SPEED,AMBIENT_TEMPERATURE_F,#_OOBIUS_RELEASED,#_SPATHIUS_RELEASED,#_TETRASTICHUS_RELEASED,#_OTHER_SPECIMEN_RELEASED,COMMENTS,ORIGIN,POINT_X,POINT_Y,STAGE_OOBIUS_RELEASED,STAGE_SPATHIUS_RELEASED,STAGE_TETRASTICHUS_RELEASED,STAGE_OTHER_SPECIMEN_RELEASED,COUNT_SGALINAE_RELEASED,STAGE_SGALINAE_RELEASED
Michigan,"2,416",Michigan,"6/30/2014, 8:00 PM",1300,Sunny,Moderate,69,0,0,750,0,10 bolts/site (each with ~75 female tets) with 1 bolt per tree,,-84.93,46.03,,,,,,
Michigan,"2,415",Michigan,"6/30/2014, 8:00 PM",1530,Sunny,Moderate,69,0,0,750,0,10 bolts/site (each with ~75 female tets) with 1 bolt per tree,,-84.76,46,,,Pupae,,0,
Michigan,"2,413",Michigan,"6/30/2014, 8:00 PM",1400,Sunny,Moderate,69,0,0,750,0,10 bolts/site (each with ~75 female tets) with 1 bolt per tree,,-84.76,45.97,,,Pupae,,0,
Michigan,"2,412",Michigan,"6/30/2014, 8:00 PM",1500,Sunny,Moderate,69,0,0,750,0,10 bolts/site (each with ~75 female tets) with 1 bolt per tree,,-84.77,45.94,,,Pupae,,0,
Michigan,"2,226",Michigan,"7/16/2014, 8:00 PM",10:00am,Partly cloudy,Light,75,380,0,"1,456",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.75,44.23,Adult,,Pupae,,0,
Michigan,"2,227",Michigan,"7/16/2014, 8:00 PM",10:00am,Partly cloudy,Light,75,380,0,"1,456",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.7,44.23,Adult,,Pupae,,0,
Michigan,"2,229",Michigan,"7/16/2014, 8:00 PM",12:30pm,Partly cloudy,Light,78,380,0,"1,456",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.52,44.23,Adult,,Pupae,,0,
Michigan,"2,230",Michigan,"7/16/2014, 8:00 PM",1:00pm,Partly cloudy,Light,78,380,0,"1,456",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.86,44.28,Adult,,Pupae,,0,
Michigan,"2,231",Michigan,"7/16/2014, 8:00 PM",1:30pm,Partly cloudy,Light,78,380,0,"1,456",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.86,44.31,Adult,,Pupae,,0,
Michigan,"2,233",Michigan,"7/16/2014, 8:00 PM",2:00pm,Partly cloudy,Light,78,380,0,"1,456",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-86.12,44.29,Adult,,Pupae,,0,
Michigan,"2,234",Michigan,"7/16/2014, 8:00 PM",2:30pm,Partly cloudy,Light,80,380,0,"1,456",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-86.01,44.27,Adult,,Pupae,,0,
Michigan,"2,234",Michigan,"7/23/2014, 8:00 PM",9:00am,Partly cloudy,Light,70,435,0,"1,307",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-86.01,44.27,Adult,,Pupae,,0,
Michigan,"2,233",Michigan,"7/23/2014, 8:00 PM",9:30am,Partly cloudy,Light,70,435,0,"1,307",0,Tets released as pupae in ash bolts for emergence. Oobius released as adults.,,-86.12,44.29,Adult,,Pupae,,0,
Michigan,"2,296",Michigan,"7/23/2014, 8:00 PM",10:00AM,Partly cloudy,Light,70,440,0,"1,307",0,Tets & Oobs released as adults.,,-85.84,43.86,Adult,,Adult,,0,
Michigan,"2,225",Michigan,"7/23/2014, 8:00 PM",10:00AM,Partly cloudy,Light,70,440,0,"1,307",0,Tets & Oobs released as adults.,,-85.88,43.86,Adult,,Adult,,0,
Michigan,"2,224",Michigan,"7/23/2014, 8:00 PM",10:30am,Partly cloudy,Light,70,440,0,"1,307",0,Tets & Oobs released as adults.,,-85.94,43.89,Adult,,Adult,,0,
Michigan,"2,238",Michigan,"7/23/2014, 8:00 PM",11:00,Partly cloudy,Light,70,440,0,"1,307",0,Tets & Oobs released as adults.,,-85.85,44.06,Adult,,Adult,,0,
Michigan,"2,237",Michigan,"7/23/2014, 8:00 PM",1:00pm,Partly cloudy,Light,75,440,0,"1,307",0,Tets & Oobs released as adults.,,-85.91,44.1,Adult,,Adult,,0,
Michigan,"2,416",Michigan,"7/29/2014, 8:00 PM",1400,Partly cloudy,Light,66,560,0,"1,121",0,Tets were released from ash bolts: 12 bolts (each with ~95 female tets). Oobius were released as adults from FS lab (28 cups each with 20/cup).,,-84.93,46.03,,,,,,
Michigan,"2,415",Michigan,"7/29/2014, 8:00 PM",1600,Cloudy,Light,66,560,0,"1,121",0,~95 female tet pups/bolt/tree and 20 oobius adults/tree,,-84.76,46,Adult,,Pupae,,0,
Michigan,"2,414",Michigan,"7/29/2014, 8:00 PM",1500,Partly cloudy,Light,66,560,0,"1,121",0,Tets were released from ash bolts: 12 bolts (each with ~95 female tets). Oobius were released as adults from FS lab (28 cups each with 20/cup).,,-84.78,46.15,,,,,,
Michigan,"2,414",Michigan,"7/2/2014, 8:00 PM",1000,Sunny,Light,72,0,0,750,0,10 bolts/site (each with ~75 female tets) with 1 bolt per tree,,-84.78,46.15,,,,,,
Michigan,"2,413",Michigan,"7/29/2014, 8:00 PM",1700,Cloudy,Light,66,560,0,"1,121",0,"~95 female tet pupae/bolt/tree, 20 oobius adults/tree",,-84.76,45.97,Adult,,Pupae,,0,
Michigan,"2,412",Michigan,"7/29/2014, 8:00 PM",1500,Partly cloudy,Light,66,560,0,"1,121",0,2 bolts each w/~100 female tet pupae + ~711 female tet adults (+218 males) in 7 cups @ 1 cup or bolt/tree; 20 oob adults/tree),,-84.77,45.94,Adult,,Both,,0,
Michigan,"2,235",Michigan,"7/23/2014, 8:00 PM",2:00PM,Partly cloudy,Light,80,440,0,"1,307",0,Tets & Oobs released as adults.,,-86.17,43.91,Adult,,Adult,,0,
Michigan,"2,236",Michigan,"7/23/2014, 8:00 PM",3:00PM,Partly cloudy,Light,80,440,0,"1,307",0,Tets & Oobs released as adults.,,-86.15,43.9,Adult,,Adult,,0,
Michigan,"2,656",,"8/1/2014, 8:00 PM",10:00 AM,Sunny,Light,65,380,0,0,0,"Used 9 trees for release, roughly 2 cups of Oobius agrili adults (from FS colony) per ash tree (20 Oobius per cup).",,-85.33,45.11,Adult,,,,0,
Michigan,"2,656",,"8/7/2014, 8:00 PM",8:00 PM,Sunny,Light,76,0,0,973,0,"Tets were released in 7 ash bolts provided by APHIS colony. Placed one bolt per tree, using the same ash trees as Oobius on 8-2-14.",,-85.33,45.11,,,Pupae,,0,
Michigan,"2,672",Michigan,"7/29/2014, 8:00 PM",3:00pm,Partly cloudy,Light,70,380,0,600,0,"200 female + 55 male adult Tets were released from cups. 6 ash bolts, each with ~100 female tets, were nailed to trees.",,-86.4,46.25,Adult,,Both,,0,
Michigan,"2,673",Michigan,"7/29/2014, 8:00 PM",12:15pm,Partly cloudy,Light,70,400,0,510,0,"110 female + 45 male adult Tets were released from cups. 4 ash bolts, each with ~100 female tets, were nailed to trees.",,-86.68,45.85,Adult,,Both,,0,
Michigan,"2,656",,"8/20/2014, 8:00 PM",6:00 PM,Sunny,Light,72,240,0,"1,442",0,Oobius from USFS lab at MSU. Tets from APHIS lab in Brighton. Tets shipped on 8/20 via UPS. Oobius picked up on campus on 8/20.,,-85.33,45.11,Adult,,Pupae,,0,
Michigan,"2,238",Michigan,"8/20/2014, 8:00 PM",11:00am,Partly cloudy,Light,70,420,0,600,0,Tets & Oobs released as adults.,,-85.85,44.06,Adult,,Adult,,0,
Michigan,"2,237",Michigan,"8/20/2014, 8:00 PM",11:30am,Partly cloudy,Light,70,420,0,700,0,Tets & Oobs released as adults.,,-85.91,44.1,Adult,,Adult,,0,
Michigan,"2,224",Michigan,"8/20/2014, 8:00 PM",12:30pm,Partly cloudy,Light,72,420,0,700,0,Tets & Oobs released as adults.,,-85.94,43.89,Adult,,Adult,,0,
Michigan,"2,225",Michigan,"8/20/2014, 8:00 PM",1:00pm,Partly cloudy,Light,72,420,0,600,0,Tets & Oobs released as adults.,,-85.88,43.86,Adult,,Adult,,0,
Michigan,"2,296",Michigan,"8/20/2014, 8:00 PM",2:00pm,Partly cloudy,Light,72,420,0,600,0,Tets & Oobs released as adults.,,-85.84,43.86,Adult,,Adult,,0,
Michigan,"2,236",Michigan,"8/20/2014, 8:00 PM",2:00pm,Partly cloudy,Light,72,420,0,600,0,Tets & Oobs released as adults.,,-86.15,43.9,Adult,,Adult,,0,
Michigan,"2,235",Michigan,"8/20/2014, 8:00 PM",2:30pm,Partly cloudy,Light,72,420,0,600,0,Tets & Oobs released as adults.,,-86.17,43.91,Adult,,Adult,,0,
Michigan,"2,234",Michigan,"8/13/2014, 8:00 PM",10:30am,Partly cloudy,Light,65,420,0,"1,510",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-86.01,44.27,Adult,,Pupae,,0,
Michigan,"2,233",Michigan,"8/13/2014, 8:00 PM",11:00am,Partly cloudy,Light,68,420,0,"1,510",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-86.12,44.29,Adult,,Pupae,,0,
Michigan,"2,227",Michigan,"8/13/2014, 8:00 PM",11:30am,Partly cloudy,Light,68,420,0,"1,510",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.7,44.23,Adult,,Pupae,,0,
Michigan,"2,226",Michigan,"8/13/2014, 8:00 PM",12:30pm,Partly cloudy,Light,68,420,0,"1,510",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.75,44.23,Adult,,Pupae,,0,
Michigan,"2,231",Michigan,"8/13/2014, 8:00 PM",1:00pm,Partly cloudy,Light,70,420,0,"1,510",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.86,44.31,Adult,,Pupae,,0,
Michigan,"2,230",Michigan,"8/13/2014, 8:00 PM",1:30pm,Partly cloudy,Light,70,420,0,"1,510",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.86,44.28,Adult,,Pupae,,0,
Michigan,"2,229",Michigan,"8/13/2014, 8:00 PM",2:30pm,Partly cloudy,Light,70,420,0,"1,510",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.52,44.23,Adult,,Pupae,,0,
Michigan,"2,416",Michigan,"8/26/2014, 8:00 PM",1300,Partly cloudy,Light,65,400,0,"1,020",0,Tets were released from ash bolts: 10 bolts (each with ~102 female tets). Oobius were released as adults from FS lab (20 cups each with 20/cup).,,-84.93,46.03,,,,,,
Michigan,"2,415",Michigan,"8/26/2014, 8:00 PM",1300,Partly cloudy,Light,65,400,0,"1,020",0,"~102 female tet pupae/bolt/tree, 20 oobius adults/tree",,-84.76,46,Adult,,Pupae,,0,
Michigan,"2,414",Michigan,"8/26/2014, 8:00 PM",1300,Partly cloudy,Light,65,400,0,"1,020",0,Tets were released from ash bolts: 10 bolts (each with ~102 female tets). Oobius were released as adults from FS lab (20 cups each with 20/cup).,,-84.78,46.15,,,,,,
Michigan,"2,413",Michigan,"8/26/2014, 8:00 PM",1300,Partly cloudy,Light,65,400,0,"1,020",0,"~102 female tet pupae/tree, 20 oobius adults/tree",,-84.76,45.97,Adult,,Pupae,,0,
Michigan,"2,412",Michigan,"8/26/2014, 8:00 PM",1300,Partly cloudy,Light,65,400,0,"1,020",0,~102 female tet pupae/bolt/tree; 20 oob adults/tree,,-84.77,45.94,Adult,,Pupae,,0,
Michigan,"2,234",Michigan,"9/2/2014, 8:00 PM",10:00am,Partly cloudy,Light,70,0,0,"1,310",0,Tets released as pupae in ash bolts for emergence (10 bolts/plot).,,-86.01,44.27,,,Pupae,,0,
Michigan,"2,233",Michigan,"9/2/2014, 8:00 PM",10:30am,Partly cloudy,Light,70,0,0,"1,310",0,Tets released as pupae in ash bolts for emergence (10 bolts/plot).,,-86.12,44.29,,,Pupae,,0,
Michigan,"2,231",Michigan,"9/2/2014, 8:00 PM",11:00am,Partly cloudy,Light,75,0,0,"1,310",0,Tets released as pupae in ash bolts for emergence. Oobs released as adults.,,-85.86,44.31,Adult,,Pupae,,0,
Michigan,"2,230",Michigan,"9/2/2014, 8:00 PM",12:30pm,Partly cloudy,Light,75,0,0,"1,310",0,Tets released as pupae in ash bolts for emergence.,,-85.86,44.28,,,Pupae,,0,
Michigan,"2,229",Michigan,"9/2/2014, 8:00 PM",1:00pm,Partly cloudy,Light,75,0,0,"1,310",0,Tets released as pupae in ash bolts for emergence.,,-85.52,44.23,,,Pupae,,0,
Michigan,"2,656",,"9/9/2014, 8:00 PM",10:00 AM,Sunny,Light,65,440,0,0,0,Released on neigboring property along the north side of the power line corridor near Wilkinson Creek. Started at 45.112407 and -85.330239 and ended at 45.113187 and -85.327836.,,-85.33,45.11,Adult,,,,0,
Michigan,"2,227",Michigan,"9/2/2014, 8:00 PM",2:30pm,Partly cloudy,Light,80,0,0,"1,310",0,Tets released as pupae in ash bolts for emergence.,,-85.7,44.23,,,Pupae,,0,
Michigan,"2,226",Michigan,"9/2/2014, 8:00 PM",3:00pm,Partly cloudy,Light,80,0,0,"1,310",0,Tets released as pupae in ash bolts for emergence.,,-85.75,44.23,,,Pupae,,0,
Michigan,"2,673",Michigan,"8/26/2014, 8:00 PM",1:00pm,Partly cloudy,Light,65,200,0,"1,040",0,Tetrastichus pupae released in ash bolts: 10 bolts with ~104 tets/bolt.,,-86.68,45.85,Adult,,Pupae,,0,
Michigan,"2,672",Michigan,"8/26/2014, 8:00 PM",2:00pm,Partly cloudy,Light,65,200,0,"1,040",0,,,-86.4,46.25,Adult,,Pupae,,0,
Michigan,"2,238",Michigan,"9/10/2014, 8:00 PM",10:00am,Cloudy,Light,45,0,0,"1,030",0,Tets released as adults.,,-85.85,44.06,,,Adult,,0,
Michigan,"2,237",Michigan,"9/10/2014, 8:00 PM",10:30am,Cloudy,Light,45,0,0,"1,030",0,Tets released as adults.,,-85.91,44.1,,,Adult,,0,
Michigan,"2,224",Michigan,"9/10/2014, 8:00 PM",11:00am,Cloudy,Light,50,0,0,"1,030",0,Tets released as adults.,,-85.94,43.89,,,Adult,,0,
Michigan,"2,225",Michigan,"9/10/2014, 8:00 PM",12:30pm,Cloudy,Light,50,0,0,"1,030",0,Tets released as adults.,,-85.88,43.86,,,Adult,,0,
Michigan,"2,296",Michigan,"9/10/2014, 8:00 PM",1:00pm,Cloudy,Light,55,0,0,"1,030",0,Tets released as adults.,,-85.84,43.86,,,Adult,,0,
Michigan,"2,236",Michigan,"9/10/2014, 8:00 PM",2:00pm,Cloudy,Light,55,0,0,"1,030",0,Tets released as adults.,,-86.15,43.9,,,Adult,,0,
Michigan,"2,235",Michigan,"9/10/2014, 8:00 PM",2:30pm,Cloudy,Light,55,0,0,"1,030",0,Tets released as adults.,,-86.17,43.91,,,Adult,,0,
Michigan,"2,773",HIANFAuTrain,"9/25/2014, 8:00 PM",2:00pm,Sunny,Light,70,820,0,500,0,,Program,-86.86,46.42,Adult,,Adult,,0,
Michigan,"1,764",WMPKS,"6/2/2011, 8:00 PM",5:00pm,Sunny,Light,80,0,0,350,0,,Research,-83.37,42.13,,,Adult,,0,
Michigan,"1,764",WMPKS,"6/27/2011, 8:00 PM",2:00pm,Sunny,Light,80,60,0,0,0,,Research,-83.37,42.13,Adult,,,,0,
Michigan,"1,764",WMPKS,"7/10/2011, 8:00 PM",4:00pm,Sunny,Light,90,100,50,50,0,,Research,-83.37,42.13,Adult,Adult,Adult,,0,
Michigan,"1,763",WMPKN,"6/27/2011, 8:00 PM",2:00pm,Sunny,Light,80,80,0,0,0,,Research,-83.38,42.14,Adult,,,,0,
Michigan,"1,763",WMPKN,"6/9/2011, 8:00 PM",3:00pm,Partly cloudy,Light,70,0,0,800,0,,Research,-83.38,42.14,,,Adult,,0,
Michigan,"1,763",WMPKN,"7/10/2011, 8:00 PM",2:00pm,Sunny,Light,90,180,50,70,0,,Research,-83.38,42.14,Adult,Adult,Adult,,0,
Michigan,"1,770",LPRFLT,"7/29/2015, 8:00 PM",10:30am,Sunny,Light,75,0,0,0,0,"150 females, 50-90 males. Released at ratio of 15:5-9 females:males per tree, distributed over 10 trees.",Research,-84.38,42.7,,,,,150,Adult
Michigan,"1,769",CPNMLT,"7/29/2015, 8:00 PM",1:15pm,Sunny,Light,80,0,0,0,0,"150 females, 50-90 males. Released at ratio of 15:5-9 females:males per tree, distributed over 10 trees.",Research,-84.42,42.73,,,,,150,Adult
Michigan,"1,773",BFPKLT,"7/29/2015, 8:00 PM",3:45p,Sunny,Light,82,0,0,0,0,"Released at ratio of 15:5-9 females:males per tree, distributed over 10 trees.",Research,-84.6,42.59,,,,,150,Adult
Michigan,54,MRE,"7/30/2015, 8:00 PM",10:00am,Sunny,Light,75,0,0,0,0,"Released at ratio of 15:5-9 females:males per tree, distributed over 10 trees.",Research,-84.54,43.14,,,,,150,Adult
Michigan,25,GSW,"7/30/2015, 8:00 PM",12:00p,Sunny,Light,80,0,0,0,0,"Released at ratio of 15:5-9 females:males per tree, distributed over 10 trees.",Research,-84.45,43.23,,,,,150,Adult
Michigan,55,RL,"8/1/2015, 8:00 PM",2:00pm,Sunny,Light,83,0,0,0,0,"Released at ratio of 15:5-9 females:males per tree, distributed over 10 trees.",Research,-84.35,42.82,,,,,150,Adult
Michigan,54,MRE,"8/12/2015, 8:00 PM",2:00pm,Sunny,Light,75,0,0,0,0,"Released 150 adult females, distributed in groups of 10, over 15 trees.",Research,-84.55,43.14,,,,,150,Adult
Michigan,"1,769",CPNMLT,"8/12/2015, 8:00 PM",11:30am,Sunny,Light,70,0,0,0,0,"Released 150 adult females, distributed in groups of 10, over 15 trees.",Research,-84.42,42.73,,,,,150,Adult
Michigan,"1,769",CPNMLT,"8/26/2015, 8:00 PM",3:15pm,Cloudy,Light,70,0,0,0,0,"Released 110 adult females, distributed in groups of 10, over 11 trees.",Research,-84.42,42.73,,,,,110,Adult
Michigan,54,MRE,"8/26/2015, 8:00 PM",11:30am,Cloudy,Light,65,0,0,0,0,"Released 110 adult females, distributed in groups of 10, over 11 trees.",Research,-84.55,43.14,,,,,110,Adult
Michigan,25,GSW,"8/12/2015, 8:00 PM",3:00pm,Partly cloudy,Light,75,0,0,0,0,"Released 150 adult females, distributed in groups of 10, over 15 trees.",Research,-84.45,43.23,,,,,150,Adult
Michigan,25,GSW,"8/26/2015, 8:00 PM",12:00pm,Cloudy,Light,68,0,0,0,0,"Released 110 adult females, distributed in groups of 10, over 11 trees.",Research,-84.45,43.23,,,,,110,Adult
Michigan,55,RL,"8/12/2015, 8:00 PM",3:45pm,Partly cloudy,Light,80,0,0,0,0,"Released 150 adult females, distributed in groups of 10, over 15 trees.",Research,-84.35,42.82,,,,,150,Adult
Michigan,55,RL,"8/26/2015, 8:00 PM",2:30pm,Cloudy,Light,68,0,0,0,0,"Released 150 adult females, distributed in groups of 10, over 11 trees.",Research,-84.35,42.82,,,,,110,Adult
Michigan,"1,770",LPRFLT,"8/12/2015, 8:00 PM",4:20pm,Cloudy,Light,80,0,0,0,0,"Released 160 adult females, distributed in groups of 10, over 16 trees.",Research,-84.38,42.7,,,,,160,Adult
Michigan,"1,770",LPRFLT,"8/26/2015, 8:00 PM",3:45pm,Cloudy,Light,70,0,0,0,0,"Released 110 adult females, distributed in groups of 10, over 11 trees.",Research,-84.38,42.7,,,,,110,Adult
Michigan,"1,773",BFPKLT,"8/13/2015, 8:00 PM",11:00am,Partly cloudy,Light,80,0,0,0,0,"Released 170 adult females, distributed in groups of 10, over 17 trees.",Research,-84.6,42.59,,,,,170,Adult
Michigan,"1,773",BFPKLT,"8/27/2015, 8:00 PM",2:00pm,Cloudy,Light,75,0,0,0,0,"Released 120 adult females, distributed in groups of 10, over 12 trees.",Research,-84.6,42.59,,,,,120,Adult
Michigan,"2,899",Grand Woods Park,"6/22/2015, 8:00 PM",9:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.61,42.76,Pupae,,,,0,
Michigan,"2,899",Grand Woods Park,"6/30/2015, 8:00 PM",9:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.61,42.76,Pupae,,,,0,
Michigan,"2,899",Grand Woods Park,"7/8/2015, 8:00 PM",9:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.61,42.76,Pupae,,,,0,
Michigan,"2,899",Grand Woods Park,"7/15/2015, 8:00 PM",9:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.61,42.76,Pupae,,,,0,
Michigan,"2,898",Fitzgerald Park,"6/22/2015, 8:00 PM",10:30,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.76,Pupae,,,,0,
Michigan,"2,898",Fitzgerald Park,"6/30/2015, 8:00 PM",10:30,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.76,Pupae,,,,0,
Michigan,"2,898",Fitzgerald Park,"7/8/2015, 8:00 PM",10:30,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.76,Pupae,,,,0,
Michigan,"2,898",Fitzgerald Park,"7/15/2015, 8:00 PM",10:30,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.76,Pupae,,,,0,
Michigan,"2,845",Colby Lake,"7/1/2015, 8:00 PM",11:30,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.08,43.27,Adult,,,,0,
Michigan,"2,845",Colby Lake,"7/9/2015, 8:00 PM",11:30,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.08,43.27,Adult,,,,0,
Michigan,"2,845",Colby Lake,"7/16/2015, 8:00 PM",11:30,Partly cloudy,Moderate,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.08,43.27,Adult,,,,0,
Michigan,"2,845",Colby Lake,"7/23/2015, 8:00 PM",11:30,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.08,43.27,Adult,,,,0,
Michigan,"2,844",Stanton8,"6/23/2015, 8:00 PM",11:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.06,43.28,Pupae,,,,0,
Michigan,"2,844",Stanton8,"7/1/2015, 8:00 PM",11:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.06,43.28,Pupae,,,,0,
Michigan,"2,844",Stanton8,"7/9/2015, 8:00 PM",11:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.06,43.28,Pupae,,,,0,
Michigan,"2,844",Stanton8,"7/16/2015, 8:00 PM",11:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.06,43.28,Pupae,,,,0,
Michigan,"2,842",Stanton3,"7/1/2015, 8:00 PM",10:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.98,43.28,Adult,,,,0,
Michigan,"2,842",Stanton3,"7/9/2015, 8:00 PM",10:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.98,43.28,Adult,,,,0,
Michigan,"2,842",Stanton3,"7/16/2015, 8:00 PM",10:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.98,43.28,Adult,,,,0,
Michigan,"2,842",Stanton3,"7/23/2015, 8:00 PM",10:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.98,43.28,Adult,,,,0,
Michigan,"2,841",MuskratL,"6/30/2015, 8:00 PM",15:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.58,42.92,Adult,,,,0,
Michigan,"2,841",MuskratL,"7/8/2015, 8:00 PM",15:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.58,42.92,Adult,,,,0,
Michigan,"2,841",MuskratL,"7/15/2015, 8:00 PM",10:30,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.58,42.92,Adult,,,,0,
Michigan,"2,841",MuskratL,"7/22/2015, 8:00 PM",15:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.58,42.92,Adult,,,,0,
Michigan,"2,840",YouthCamp,"6/30/2015, 8:00 PM",12:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.86,42.6,Adult,,,,0,
Michigan,"2,840",YouthCamp,"7/8/2015, 8:00 PM",12:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.86,42.6,Adult,,,,0,
Michigan,"2,840",YouthCamp,"7/15/2015, 8:00 PM",12:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.86,42.6,Adult,,,,0,
Michigan,"2,840",YouthCamp,"7/22/2015, 8:00 PM",12:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.86,42.6,Adult,,,,0,
Michigan,"2,839",Fox MP,"6/30/2015, 8:00 PM",13:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.65,Adult,,,,0,
Michigan,"2,839",Fox MP,"7/8/2015, 8:00 PM",13:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.65,Adult,,,,0,
Michigan,"2,839",Fox MP,"7/15/2015, 8:00 PM",13:00,Cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.65,Adult,,,,0,
Michigan,"2,839",Fox MP,"7/22/2015, 8:00 PM",13:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.76,42.65,Adult,,,,0,
Michigan,"2,838",Hunter's Orchard,"6/22/2015, 8:00 PM",10:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.66,42.77,Pupae,,,,0,
Michigan,"2,838",Hunter's Orchard,"6/30/2015, 8:00 PM",10:00,Cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.66,42.77,Pupae,,,,0,
Michigan,"2,838",Hunter's Orchard,"7/8/2015, 8:00 PM",10:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.66,42.77,Pupae,,,,0,
Michigan,"2,838",Hunter's Orchard,"7/15/2015, 8:00 PM",10:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.66,42.77,Pupae,,,,0,
Michigan,"2,837",Padgett,"6/30/2015, 8:00 PM",14:00,Cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.59,42.83,Adult,,,,0,
Michigan,"2,837",Padgett,"7/8/2015, 8:00 PM",14:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.59,42.83,Adult,,,,0,
Michigan,"2,837",Padgett,"7/15/2015, 8:00 PM",14:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.59,42.83,Adult,,,,0,
Michigan,"2,837",Padgett,"7/22/2015, 8:00 PM",14:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-84.59,42.83,Adult,,,,0,
Michigan,"2,836",Tamarack1,"6/22/2015, 8:00 PM",11:00,Partly cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.05,42.73,Pupae,,,,0,
Michigan,"2,836",Tamarack1,"6/30/2015, 8:00 PM",11:00,Cloudy,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.05,42.73,Pupae,,,,0,
Michigan,"2,836",Tamarack1,"7/8/2015, 8:00 PM",11:00,Sunny,Light,0,250,0,0,0,50 released per tree on 5 trees,Research,-85.05,42.73,Pupae,,,,0,
