STATE,SITE_ID,COMMENTS,CONTROL,ORIGIN,TRAP_NUMBER,DATE_TRAP_SAMPLED,NUMBER_S.AGRILI_INDIVIDUALS,NUMBER_T.PLANIPENNISI_INDIVIDUALS,NUMBER_O.AGRILI,NUMBER_OF_S.AGRILI_CLUTCHES,NUMBER_OF_T.PLANIPENNISI_CLUTCHES,NUMBER_OF_ATANYCHOLUS,SAMPLE METHOD,NUMBER OF SAMPLES,POSSIBLE_EAB_PARASITOID_RECOVERED,DATE_SAMPLE_SHIPPED,SAMPLE_SHIPPED_TO,POINT_X,POINT_Y,COMMENTS_LAB,USER_ID,SITE_NAME,NUMBER_S.GALINAE_CLUTCHES
New York,,,0,,Schoolhou,"8/9/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.02,42.15,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,,,0,,Lauren T,"8/9/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.95,42.12,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,,,0,,Lehigh,"8/9/2015, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,15,No,,Juli Gould,-73.92,42.15,Atanycolus found (Juli Gould),juligould,,0
New York,"1,739",1 EAB,0,Research,Brist Bch,"8/9/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.93,42.11,No exotic EAB parasitoids found (Juli Gould),juligould,Bristol Beach,0
Massachusetts,"2,597",,0,Program,Ashley Wa,"7/14/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.19,42.42,No exotic EAB parasitoids found (Juli Gould),juligould,Dalton - Ashley Way,0
New York,"1,743",,0,Research,DOT,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79,42.16,No exotic EAB parasitoids found (Juli Gould),juligould,DOT North,0
New York,,,0,,Lauren T,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.95,42.12,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,,,0,,Conewango,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-78.97,42.17,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"2,117",,0,,Airport,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.03,42.16,No exotic EAB parasitoids confirmed (Juli Gould),juligould,,0
New York,"1,745",,0,Research,Btl Creek,"9/7/2015, 8:00 PM",0,0,0,0,0,3,Yellow Pan Traps,15,Yes,,Juli Gould,-78.99,42.15,,juligould,Battle Creek,0
New York,"1,737",,0,Research,East Pky,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.99,42,No exotic EAB parasitoids found (Juli Gould),juligould,Eastern Parkway,0
New York,"2,122",,0,,Holcim,"8/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.91,42.18,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"1,739",,0,Research,Brist Bch,"8/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.93,42.11,No exotic EAB parasitoids found (Juli Gould),juligould,Bristol Beach,0
New York,"1,745",,0,Research,Btl Creek,"8/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-78.99,42.15,No exotic EAB parasitoids confirmed (Juli Gould),juligould,Battle Creek,0
New York,"1,743",,0,Research,DOT,"8/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79,42.16,No exotic EAB parasitoids found (Juli Gould),juligould,DOT North,0
New York,"1,737",,0,Research,East Pky,"8/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.99,42,No exotic EAB parasitoids found (Juli Gould),juligould,Eastern Parkway,0
New York,,,0,,Lauren T,"8/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.95,42.12,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,,,0,,Airport,"8/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.03,42.16,No exotic EAB parasitoids confirmed (Juli Gould),juligould,,0
New York,,,0,,Schoolhou,"8/16/2015, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,Atanycolus (Juli Gould),juligould,,0
New York,,,0,,Lehigh,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.92,42.15,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"2,122",,0,,Holcim,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.91,42.18,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"1,737",,0,Research,East Pky,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.99,42,No exotic EAB parasitoids found (Juli Gould),juligould,Eastern Parkway,0
New York,,,0,,Ulster L,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.96,41.97,No exotic EAB parasitoids confirmed (Juli Gould),juligould,,0
New York,"1,739",,0,Research,Brist Bch,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.93,42.11,No exotic EAB parasitoids found (Juli Gould),juligould,Bristol Beach,0
New York,,,0,,Lauren T,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.95,42.12,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,,,0,,Schoolhou,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.02,42.15,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,,,0,,Airport,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.03,42.16,No exotic EAB parasitoids confirmed (Juli Gould),juligould,,0
New York,"1,745",,0,Research,Btl Creek,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-78.99,42.15,No exotic EAB parasitoids confirmed (Juli Gould),juligould,Battle Creek,0
New York,"1,743",,0,Research,DOT,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79,42.16,No exotic EAB parasitoids found (Juli Gould),juligould,DOT North,0
New York,"1,751",,0,Research,Conewango,"8/23/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-78.97,42.17,No exotic EAB parasitoids found (Juli Gould),juligould,Conewango Road,0
New York,"1,737",,0,Research,East Pky,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.99,42,No exotic EAB parasitoids found (Juli Gould),juligould,Eastern Parkway,0
New York,,,0,,Lehigh,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.92,42.15,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"1,740",,0,Research,Leggs Mil,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-74,41.99,No exotic EAB parasitoids found (Juli Gould),juligould,Leggs Mills Road,0
New York,,,0,,Schoolhou,"8/30/2015, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,15,No,,Juli Gould,-79.02,42.15,Atanycolus (Juli Gould),juligould,,0
New York,"2,122",,0,,Holcim,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.91,42.18,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"1,751",,0,Research,Conewango,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-78.97,42.17,No exotic EAB parasitoids found (Juli Gould),juligould,Conewango Road,0
New York,"1,743",,0,Research,DOT,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79,42.16,No exotic EAB parasitoids found (Juli Gould),juligould,DOT North,0
New York,,,0,,Lauren T,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.95,42.12,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"1,745",,0,Research,Btl Creek,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-78.99,42.15,No exotic EAB parasitoids confirmed (Juli Gould),juligould,Battle Creek,0
New York,,,0,,Airport,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.03,42.16,No exotic EAB parasitoids confirmed (Juli Gould),juligould,,0
New York,"1,739",,0,Research,Brist Bch,"8/30/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.93,42.11,No exotic EAB parasitoids found (Juli Gould),juligould,Bristol Beach,0
New York,"2,122",,0,,Holcim,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.91,42.18,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"1,743",,0,Research,DOT,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79,42.16,,juligould,DOT North,0
New York,"1,739",,0,Research,Brist Bch,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.93,42.11,No exotic EAB parasitoids found (Juli Gould),juligould,Bristol Beach,0
New York,"2,117",,0,,Airport,"9/16/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.03,42.16,No exotic EAB parasitoids (Juli Gould),juligould,,0
New York,"1,744",,0,Research,Watts,"9/13/2015, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,Atanycolus confirmed (Juli Gould),juligould,Watts Road,0
New York,,,0,,Airport,"9/13/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.03,42.16,No exotic EAB parasitoids confirmed (Juli Gould),juligould,,0
New York,"1,745",,0,Research,Btl Creek,"9/13/2015, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,15,Yes,,Juli Gould,-78.99,42.15,Atanycolus confirmed (Juli Gould),juligould,Battle Creek,0
New York,"1,743",,0,Research,DOT,"9/13/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79,42.16,No exotic EAB parasitoids found (Juli Gould),juligould,DOT North,0
New York,,,0,,Schoolhou,"9/13/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-79.02,42.15,No exotic EAB parasitoids found (Juli Gould),juligould,,0
New York,"1,751",,0,Research,Conewango,"9/13/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-78.97,42.17,No exotic EAB parasitoids found (Juli Gould),juligould,Conewango Road,0
New York,"1,736",,0,Research,Lehigh,"9/7/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.92,42.15,No exotic EAB parasitoids found (Juli Gould),juligould,Cementon North,0
New York,"2,933",12 EAB,0,Research,Selkirk 2,"9/13/2015, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,,Juli Gould,-73.79,42.52,,juligould,Selkirk 2 - 2398,0
Illinois,"1,544","Sedge Meadow, IL",0,,Sedge M,"9/4/2014, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,12,No,,Juli Gould,-87.92,42.39,1 EAB. no exotic EAB parasitoids (Juli Gould),juligould,,0
Illinois,"1,544","Sedge Meadow, IL",0,,Sedge M,"9/8/2014, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,12,No,,Juli Gould,-87.92,42.39,"2 EAB, no exotic EAB parasitoids (Juli Gould)",juligould,,0
Minnesota,"1,817",10x50cm area of bark taken for each tree sampled.,0,Program,GRB1.0216,"2/23/2016, 7:00 PM",0,0,0,0,0,0,Bark Sifting,5,No,,,-91.39,43.93,,josthus,Great River Bluffs State Park 1,0
Minnesota,"2,592",10x50cm area of bark taken for each tree sampled.,0,Program,LW.022016,"2/9/2016, 7:00 PM",0,0,0,0,0,0,Bark Sifting,5,No,,,-91.65,44.04,,josthus,Lake Winona,0
Minnesota,"2,333",10x50cm area of bark taken for each tree sampled.,0,Program,ML.022016,"2/9/2016, 7:00 PM",0,0,0,0,0,0,Bark Sifting,6,No,,,-91.28,43.54,,josthus,Hwy 26,0
Minnesota,"2,474",,0,Program,YPTFS,"6/2/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"6/6/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT02.061416 44.88745,-93.18572",0,Program,YPTFS,"6/13/2016, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT17.061716 44.88489,-93.18770",0,Program,YPTFS,"6/16/2016, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT03.062116 44.88574,-93.18683",0,Program,YPTFS,"6/20/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Not Tetrastichus.,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT02.062416 44.88745,-93.18572",0,Program,YPTFS,"6/23/2016, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap locations YPT10.062816 44.88467,-93.18767 YPT17.062816 44.88489,-93.18770",0,Program,YPTFS,"6/27/2016, 8:00 PM",0,0,0,0,0,2,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"6/30/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT12.070516 44.88451,-93.18786",0,Program,YPTFS,"7/4/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Not Tetrastichus,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"7/7/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"7/11/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"7/14/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT11.071916 44.88468,-93.18774",0,Program,YPTFS,"7/18/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Not Tetrastichus.,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"7/21/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"7/24/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"1,820",10x50cm area of bark taken for each tree sampled.,0,Program,LM.022416,"2/23/2016, 7:00 PM",0,0,0,0,0,0,Bark Sifting,8,No,,,-91.45,43.99,,josthus,Lamoille,0
Minnesota,"2,474","exact trap location YPT17.080216 44.88489,-93.18770",0,Program,YPTFS,"8/1/2016, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT25.080516 44.88714,-93.18596",0,Program,YPTFS,"8/4/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Not Tetrastichus,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap locations YPT13.080916 44.88735,-93.18585 YPT16.080916 44.88481,-93.18779",0,Program,YPTFS,"8/8/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Not Tetrastichus,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"8/11/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap locations YPT13.081616 44.88735,-93.18585 YPT25.081616 44.88714,-93.18596",0,Program,YPTFS,"8/15/2016, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Atanycolus confirmed by Juli Gould. Other specimen was not a Tetrastichus.,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"8/18/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap location YPT17.082316 44.88489,-93.18770",0,Program,YPTFS,"8/22/2016, 8:00 PM",0,0,0,0,0,1,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,Confirmed by Juli Gould,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"8/29/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,YPTFS,"9/5/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,No,,,-93.19,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474","exact trap locations YPT03.090916 44.88574,-93.18683 YPT10.090916 44.88467,-93.18767",0,Program,YPTFS,"9/8/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,30,Yes,"11/29/2016, 7:00 PM",Juli Gould,-93.19,44.88,A Tetrastichus but not T. planipennisi. The terminal abdominal segment on this female is too short. The other specimen is also not a Tetrastichus.,cmallet,Fort Snelling Hillside Hwy 5,0
Pennsylvania,"2,578",,0,Program,2578,"10/3/2016, 8:00 PM",0,0,0,0,0,0,Tree Debarking,0,No,,,-77.45,41.84,,PArelease11,Log Slide Trail,0
Pennsylvania,"2,575",,0,Program,2575,"10/10/2016, 8:00 PM",0,0,0,0,0,0,Tree Debarking,0,No,,,-76.28,41.3,,PArelease11,Ricketts Glen State Park,0
Connecticut,"2,968",,0,Research,CT01 2015,"9/19/2015, 8:00 PM",0,0,0,0,0,3,Tree Debarking,4,Yes,,,-73.02,41.66,Identified by Dr. Jian Duan USDA-ARS,rcrandall,Site 11: Town Hill Rd. (CT01),0
Massachusetts,"2,969",2 Balcha indica 1 Atanycolus,0,Research,MA01 2015,"9/20/2015, 8:00 PM",0,0,0,0,0,1,Tree Debarking,7,Yes,,,-73.19,42.42,All identified by Dr. Jian Duan USDA-ARS,rcrandall,Site 13: Ashley Way (Ashley01),0
Massachusetts,"2,969",,0,Research,MA01 2016,"10/10/2016, 8:00 PM",0,0,0,0,0,0,Tree Debarking,4,No,,,-73.19,42.42,,rcrandall,Site 13: Ashley Way (Ashley01),0
Kentucky,"2,853",,0,Research,Sp 3.2,"10/1/2016, 8:00 PM",0,0,0,0,0,0,Logs in Tubes,2,Yes,,,-85.28,38.02,,Lrieske,Taylorsville Lake,0
Kentucky,,,0,Research,VetPark1,"4/19/2016, 8:00 PM",0,0,0,0,0,0,Logs in Tubes,1,Yes,,,-84.51,37.95,,Lrieske,Fayette Co.,0
Missouri,"2,189",null,0,Program,BoundsCrk,"6/28/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,"10/31/2016, 8:00 PM",Juli Gould,-90.47,37.16,null,moeab,Bounds Creek,0
Missouri,"2,189",null,0,Program,BoundsCrk,"8/3/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,"10/31/2016, 8:00 PM",Juli Gould,-90.47,37.16,null,moeab,Bounds Creek,0
Missouri,"2,189",null,0,Program,YPT 2,"5/12/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,1,Yes,"10/31/2016, 8:00 PM",Juli Gould,-90.47,37.16,Null,moeab,Bounds Creek,0
Michigan,32,null,0,Research,Ionia414,"11/3/2014, 7:00 PM",0,0,0,0,0,8,Tree Debarking,4,No,,,-85.11,42.96,Atanycolus confirmed (Juli Gould),juligould,ION,0
Michigan,10,Ben Sorenson,0,Research,DeFord14,"12/6/2014, 7:00 PM",0,0,0,0,0,0,Tree Debarking,4,No,,,-83.25,43.49,No exotic EAB parasitoids found (Juli Gould),juligould,dfg,0
Maryland,"2,388",null,0,Research,Devil14,"4/23/2014, 8:00 PM",0,0,0,0,0,1,Tree Debarking,7,No,,Jian Duan,-78.43,39.6,null,juligould,Devil's Alley,0
Maryland,"2,388",null,0,Research,Devil15,"4/1/2015, 8:00 PM",0,0,0,0,0,1,Tree Debarking,5,No,,Jian Duan,-78.43,39.6,null,juligould,Devil's Alley,0
Maryland,"1,484",,0,Program,Gallahan,"12/19/2011, 7:00 PM",0,0,0,0,0,8,Tree Debarking,3,No,,Jian,-76.97,38.72,,juligould,GALLAHAN,0
Maryland,"1,955",24-Feb-14 25-Apr-14,0,Program,Gardner,"2/23/2014, 7:00 PM",0,0,0,0,0,0,Tree Debarking,7,No,,Jian Duan,-76.95,38.69,,juligould,Gardner,0
Maryland,"1,955",,0,Program,Gardner,"4/20/2015, 8:00 PM",0,0,0,0,0,0,Tree Debarking,3,No,,,-76.94,38.68,,juligould,Gardner,0
Maryland,"1,835",,0,Program,Kirby,"5/24/2011, 8:00 PM",0,0,0,0,0,0,Tree Debarking,2,No,,,-76.91,38.78,,juligould,Kirby 1,0
Maryland,,,0,,MarContro,"8/31/2010, 8:00 PM",0,0,0,0,0,0,Tree Debarking,2,No,,,-76.91,38.78,,juligould,,0
Maryland,,,0,,McKendree,"4/28/2013, 8:00 PM",0,0,0,0,0,0,Tree Debarking,4,No,,,-76.9,38.69,,juligould,,0
Maryland,,,0,,Mountain,"4/15/2013, 8:00 PM",0,0,0,0,0,0,Tree Debarking,10,No,,,-78.42,39.67,,juligould,,0
Maryland,,8-Apr-14 18-Apr-14 24-Apr-14,0,,Mountain,"4/7/2014, 8:00 PM",0,0,0,0,0,0,Tree Debarking,7,No,,,-78.42,39.67,,juligould,,0
Maryland,"2,389",,0,Research,PenniCTRL,"3/21/2013, 8:00 PM",0,0,0,0,0,0,Tree Debarking,10,No,,,-77.12,38.59,,juligould,Pennies Road,0
Maryland,"2,389",25-Feb-14 2-Apr-14 25-Apr-14,0,Research,PenniCTRL,"2/24/2014, 7:00 PM",0,0,0,0,0,0,Tree Debarking,7,No,,,-77.12,38.59,,juligould,Pennies Road,0
Maryland,"2,389",,0,Research,PenniCTRL,"4/20/2015, 8:00 PM",0,0,0,0,0,0,Tree Debarking,3,No,,,-77.12,38.59,,juligould,Pennies Road,0
Maryland,,,0,,PiscRDCTL,"3/19/2013, 8:00 PM",0,0,0,0,0,0,Tree Debarking,10,No,,,-77,38.7,,juligould,,0
Maryland,"1,840",,0,Program,SouthHill,"5/23/2011, 8:00 PM",0,0,0,0,0,3,Tree Debarking,2,No,,,-76.9,38.71,,juligould,South Hill,0
Maryland,"1,485",10-Apr-14 11-Apr-14 25-Apr-14,0,Program,TaylorC,"4/9/2014, 8:00 PM",0,0,0,0,0,0,Tree Debarking,7,No,,,-76.98,38.7,,juligould,TAYLOR,0
Maryland,,,0,,WolveCTRL,"4/14/2013, 8:00 PM",0,0,0,0,0,0,Tree Debarking,2,No,,,-76.9,38.79,,juligould,,0
Maryland,,,0,,YonkBCTRL,"4/10/2013, 8:00 PM",0,0,0,0,0,0,Tree Debarking,10,No,,,-78.39,39.64,,juligould,,0
Missouri,"1,979",,0,Program,YPT 19,"10/31/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,1,Yes,"10/31/2016, 8:00 PM",JULI GOULD,-90.46,37.12,,moeab,Military Rd,0
Missouri,"1,979",null,0,Program,Miltaryrd,"6/28/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,6,No,"10/31/2016, 8:00 PM",JULI GOULD,-90.46,37.12,null,moeab,Military Rd,0
Missouri,"1,979",null,0,Program,Miltaryrd,"8/3/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,6,No,"10/31/2016, 8:00 PM",JULI GOULD,-90.46,37.12,null,moeab,Military Rd,0
Missouri,"2,189",null,0,Program,BoundsCrk,"7/21/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,"10/31/2016, 8:00 PM",Juli Gould,-90.47,37.16,null,juligould,Bounds Creek,0
Missouri,"1,979",null,0,Program,Miltaryrd,"7/21/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,6,No,"10/31/2016, 8:00 PM",Juli Gould,-90.46,37.12,null,juligould,Military Rd,0
West Virginia,"2,577",,0,Program,CoopRckSP,"8/4/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,12,No,,,-79.79,39.64,,juligould,Cooper's Rock SP,0
West Virginia,"2,577",,0,Program,CoopRckSP,"8/10/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,10,No,,,-79.79,39.64,,juligould,Cooper's Rock SP,0
Missouri,"2,189",null,0,Program,BoundsCrk,"5/30/2016, 8:00 PM",0,0,0,0,0,0,Yellow Pan Traps,15,No,"10/31/2016, 8:00 PM",Juli Gould,-90.47,37.16,null,juligould,Bounds Creek,0
